Name,Formula,Dipole momentμ debye
dimethylbisacetylacetanatotin,C12H22O4Sn,2.95
dimethylbisdimethylaminotin,C6H18N2Sn,0.87
dimethylbishexafluoracetylacetanatotin,C12H10F12O4Sn,2.05
dimethylchlorophosphine sulfide,C2H6ClPS,4.01
dimethylcyanamide,C3H6N2,4.77
dimethylcyanophosphine,C3H6NP,3.83
dimethyldibromosilane,C2H6Br2Si,2.45
dimethyldichlorogermane,C2H6Cl2Ge,3.11
dimethyldichlorosilane,C2H6Cl2Si,1.89
dimethyldiethoxysilane,C6H16O2Si,1.36
dimethyldiphenoxysilane,C14H16O2Si,1.21
dimethyldipropoxysilane,C8H20O2Si,1.31
dimethyldithiophosphinic acid 4-chlorophenyl ester,C8H10ClPS2,3.89
dimethylfumarodinitrile,C6H6N2,0.6
dimethylgermane,C2H8Ge,0.62
dimethylindiumacetylacetonate,C5H8InO2,2.01
dimethylketazine,C6H12N2,1.52
dimethylmaleodinitrile,C6H6N2,6
dimethylmercury,C2H6Hg,0.71
dimethylphenylphosphine sulfide,C8H11PS,4.8
dimethylphosphine,C2H7P,1.23
dimethylphosphineborane,C2H10BP,4.76
dimethylsilane,C2H8Si,0.75
dimethylsilanediol,C2H8O2Si,1.94
dimethyltellurium diiodide,C2H6I2Te,2.28
dimethylthalliumacetylacetonate,C7H14O2Tl,1.7
dimethylthalliumdibenzoylmethanate,C19H22O2Tl,1.79
dimethylthalliumhexafluoroacetylacetonate,C7H8F6O2Tl,4.55
dimethyltin bisdibenzoylmethanate,C36H38O4Sn,3.02
dimethyltin dichloride,C2H6Cl2Sn,4.22
dimethylzinc,C2H6Zn,1
dinitrogen oxide,N2O,0.17
dinitrogen tetroxide,N2O4,0.54
dinitrogen trioxide,N2O3,2.05
dinonyl (Z)-but-2-enedioate,C22H40O4,2.66
dinonyl decanedioate,C28H54O4,2.62
dinonyl hexanedioate,C24H46O4,2.53
dinonyl sulfide,C18H38S,1.56
"dioctyl benzene-1,4-dicarboxylate",C24H38O4,2.54
dioxane,C4H8O2,0.45
dioxygen,O2,0
dioxygen difluoride,F2O2,1.44
"dipentyl benzene-1,3-dicarboxylate",C18H26O4,2.58
"dipentyl benzene-1,4-dicarboxylate",    ⋮,2.56
dipentyl disulfide,C10H22S2,2.09
dipentyl ether,C10H22O,1.2
dipentyl hexanedioate,C16H30O4,2.51
dipentyl sulfide,C10H22S,1.59
dipentyl sulfone,C10H22O2S,4.53
dipentyl sulfoxide,C10H22OS,3.98
diphenyl dichloroborylamine,C12H10BCl2N,2.68
diphenyl diselenide,C12H10Se2,1.68
diphenyl disulfide,C12H10S2,1.9
diphenyl ditelluride,C12H10Te2,1.62
diphenyl ether,C12H10O,1.17
diphenyl oxalate,C14H10O4,2.3
diphenyl selenide,C12H10Se,1.39
diphenyl sulfide,C12H10S,1.55
diphenyl sulfone,C12H10O2S,5.09
diphenyl sulfoxide,C12H10OS,4.08
diphenyl telluride,C12H10Te,1.14
diphenyl zinc,C12H10Zn,1.18
diphenyl(1-propynyl)phosphine,C15H13P,1.87
"diphenyl(3,3-dimethyl-1-butynyl)phosphine",C18H19P,1.84
diphenyl(dimethylamino)phosphine selenide,C14H16NPSe,4.71
diphenyl(dimethylamino)phosphine sulfide,C14H16NPS,4.46
diphenyl(phenylethynyl)phosphine,C20H15P,1.67
diphenyl(trifluoro-1-propynyl)phosphine,C15H10F3P,3.31
diphenyl-1-phenylvinylphosphine,C20H17P,1.38
diphenyl-2-phenylvinylphosphine,C20H17P,1.56
diphenylacetonitrile,C14H11N,3.57
diphenylamine,C12H11N,1.3
diphenylberyllium,C12H10Be,1.65
diphenylbisacetylacetanatotin,C22H26O4Sn,3.78
diphenylbisdiethylaminotin,C20H30N2Sn,1.11
diphenylbisdimethylaminotin,C16H22N2Sn,1.53
diphenylbishexafluoroacetylacetanatotin,C22H14F12O4Sn,2.38
diphenylcadmium,C12H10Cd,0.68
diphenylchloroarsine,C12H10AsCl,2.73
diphenylchlorotinoxinate,C21H16ClNOSn,4.76
diphenyldiazomethane,C13H10N2,1.3
diphenyldibromosilane,C12H10Br2Si,2.77
diphenyldichlorosilane,C12H10Cl2Si,2.58
diphenyldichlorotin,C12H10Cl2Sn,3.65
diphenyldifluorosilane,C12H10F2Si,2.59
"diphenyldiisothiocyanatotin-a,a'-dipyridyl",C24H18N4S2Sn,7.2
diphenyldiisothiocyanatotin-o-phenanthroline,C26H18N4S2Sn,6
diphenyldithiophosphinic acid methyl ester,C13H13PS2,4.06
diphenylethyne,C14H10,0
diphenylisothiocyanatotinoxinate,C22H16N2OSSn,6.2
diphenyllead diisobutyrate,C20H24O4Pb,1.9
diphenylmagnesium,C12H10Mg,4.98
diphenylmercury,C12H10Hg,0.42
diphenylmethane,C13H12,0.26
diphenylmethanethione,C13H10S,3.37
diphenylselenium dibromide,C12H10Br2Se,3.43
diphenylselenium dichloride,C12H10Cl2Se,3.24
diphenylsulfonium tetraphenylcyclopentadienylide,,6.69
diphenyltin bisdibenzoylmethanate,C46H42O4Sn,3.86
diphenyltin diisothiocyanate,C14H10N2S2Sn,5
diphenyltindioxinate,C30H22N2O2Sn,5.48
"dipropargyl pyridine-2,5-dicarboxylate",C13H9NO4,2.63
"dipropargyl pyridine-2,6-dicarboxylate",    ⋮,2.59
"dipropargyl pyridine-3,5-dicarboxylate",    ⋮,2.68
"dipropargyl quinoline-2,4-dicarboxylate",C17H11NO4,2.47
dipropoxysulfide,C6H14O2S,1.85
"dipropyl benzene-1,3-dicarboxylate",C14H18O4,2.48
"dipropyl benzene-1,4-dicarboxylate",    ⋮,2.44
dipropyl disulfide,C6H14S2,1.98
dipropyl ether,C6H14O,1.12
dipropyl phosphite,C6H14O3P,3.15
dipropyl sulfide,C6H14S,1.56
dipropyl sulfone,C6H14O2S,4.47
dipropyl sulfoxide,C6H14OS,4.08
dipropyl sulphite,C6H14O3S,3.18
dipropylamine,C6H15N,1.04
dipropylmalononitrile,C9H14N2,4.21
dipropylphosphine,C6H15P,1.22
disilane,H6Si2,0
disiloxane,H6OSi2,0.24
disulfur monoxide,OS2,1.47
"divinyl pyridine-2,5-dicarboxylate",C11H9NO4,2.66
"divinyl pyridine-2,6-dicarboxylate",    ⋮,2.9
"divinyl pyridine-3,5-dicarboxylate",    ⋮,2.27
"divinyl quinoline-2,4-dicarboxylate",C15H11NO4,2.29
divinyl sulfide,C4H6S,1.2
"dl-3,4-dibromohexane",C6H12Br2,2.08
"dl-erythro-2,3-dinitroxypentane",,4.09
dl-erythro-2-acetoxy-3-bromobutane,    ⋮,2.25
"dl-threo-2,3-dinitroxypentane",    ⋮,3.91
dl-threo-2-acetoxy-3-bromobutane,C6H11BrO2,2.28
dodecafluorocyclohexane,C6F12,0
dodecafluoropentane,C5F12,0
dodecane,C12H26,0.07
dodecanenitrile,C12H23N,3.36
endo-norbornanol,C7H12O,0.24
epoxycyclopentane,C5H8O,2
ethane,C2H6,0
ethanedial,C2H2O2,4.8
ethanediamide,C2H4N2O2,9
ethanediol,C2H6O2,2.27
ethanesulfonyl chloride,C2H5ClO2S,3.89
ethanethiol,C2H6S,1.57
ethanimine,C2H5N,1.9
ethanol,C2H6O,1.66
ethansulfonamide,C2H7NO2S,4.65
ethene,C2H4,0
ethenoxyethene,C4H6O,0.78
ethenyl formate,C3H4O2,1.49
ethenyl pyridine-3-carboxylate,C8H7NO2,2.35
ethenyl pyridine-4-carboxylate,    ⋮,1.85
ethenyl silane,C2H6Si,0.66
ethenylsulfanylbenzene,C8H8S,1.27
ethenylsulfinylbenzene,C8H8OS,3.83
ethenyltribromogermane,C2H3Br3Ge,2.47
ethoxy-phenylmethanimine,C9H11NO,1.91
ethoxybenzene,C8H10O,1.41
ethoxyethene,C4H8O,0.98
ethoxysilatrane,C8H17NO4Si,6.29
ethoxysulfanyloxyethane,C4H10O2S,1.74
ethoxytrimethylsilane,C5H14OSi,1.18
ethyl (E)-3-phenylprop-2-enoate,C11H12O2,1.84
ethyl (Z)-3-hydroxybut-2-enoate,C6H10O3,2.06
ethyl 2-aminobutanoate,C6H13NO2,2.15
ethyl 2-hydroxypropanoate,C5H10O3,2.55
ethyl 2-methylisonicotinate,C9H11NO2,2.41
ethyl 2-methylpropanoate,C6H12O2,2.07
ethyl 2-quinolin-2-ylacetate,C13H13NO2,2.68
ethyl 2-thienoate,C7H8O2S,1.91
ethyl 3-aminobutanoate,C6H13NO2,2.13
ethyl 3-methylbutanoate,C7H14O2,1.97
ethyl 3-methylbutyl ether,C7H16O,1.2
ethyl 3-oxobutanoate,C6H10O3,2.96
ethyl 3-pyridinecarboxylate,C8H9NO2,2.53
ethyl 3-sulfanylidenebutanoate,C6H10O2S,2.3
ethyl 4-chlorobenzoate,C9H9ClO2,2
"ethyl 9,10,16-trihydroxyhexadecanoate",C18H36O5,4.31
ethyl acetate,C4H8O2,1.88
ethyl benzoate,C9H10O2,1.95
ethyl butanoate,C6H12O2,1.76
ethyl butyl ether,C6H14O,1.24
ethyl carbamate,C3H7NO2,2.59
ethyl chloroacetate,C4H7ClO2,2.65
ethyl chloroformate,C3H5ClO2,2.66
ethyl chlorosulfite,C2H5ClO2S,2.66
ethyl cyanoacetate,C5H7NO2,4.04
ethyl diazoacetate,C4H6N2O2,2.03
ethyl dodecanoate,C14H28O2,1.6
ethyl fluoroformate,C3H5FO2,2.85
ethyl formate,C3H6O2,1.94
ethyl heptafluorobutyrate,C6H5F7O2,3.09
ethyl hexanoate,C8H16O2,1.6
ethyl isothiocyanate,C3H5NS,3.31
ethyl methacrylate,C6H10O2,2.15
ethyl methyl sulfide,C3H8S,1.59
ethyl nitrate,C2H5NO3,2.41
ethyl nitrite,C2H5NO2,2.4
ethyl octadecanoate,C20H40O2,1.62
ethyl octanoate,C10H20O2,1.61
ethyl phenyl sulfide,C8H10S,1.48
ethyl prop-2-enoate,C5H8O2,1.96
ethyl propanoate,C5H10O2,1.74
ethyl propyl ether,C5H12O,1.16
ethyl pyridazine-3-carboxylate,C7H8N2O2,3.33
ethyl pyridine-2-carboxylate,C8H9NO2,2.36
ethyl pyridine-4-carboxylate,    ⋮,2.54
ethyl quinoline-8-carboxylate,C12H11NO2,3.31
ethyl salicylate,C9H10O3,2.88
ethyl tert-butyl ether,C6H14O,1.22
ethyl thiobenzoate,C9H10OS,1.55
ethyl thiochloroformate,C3H5ClOS,2.84
ethyl thiocyanate,C3H5NS,3.64
ethyl trichloroacetate,C4H5Cl3O2,2.6
ethyl trifluoroacetate,C4H5F3O2,3
ethyl trifluorothioacetate,C4H5F3OS,3.07
ethyl-dimethyl-sulfanylidenephosphorane,C4H11PS,4.66
ethylamine,C2H7N,1
ethylbenzene,C8H10,0.58
ethylcyclobutane,C6H12,0.05
ethylcyclopentane,C7H14,0
ethyldibutoxyarsine oxide,C10H23AsO3,2.95
ethyldichloroarsine,C2H5AsCl2,2.53
ethyldichlorosilane,C2H6Cl2Si,2.06
ethyldiethoxyarsine,C6H15AsO2,1.62
ethyldiphenylphosphine sulfide,C14H15PS,4.47
ethyllithium,C2H5Li,1.15
ethylmercury bromide,C2H5BrHg,2.79
ethylmercury chloride,C2H5ClHg,2.99
ethylmercury iodide,C2H5HgI,3.04
ethylmethylsilane,C3H10Si,0.76
ethyloxirane,C4H8O,1.89
ethylphosphine,C2H7P,1.17
ethylsilane,C2H8Si,0.81
ethylsulfanylethene,C4H8S,1.38
ethylsulfanylethyne,C4H6S,1.65
ethylsulfonylethyne,C4H6O2S,4.35
ethyltribromosilane,C2H5Br3Si,1.99
ethyltrichlorosilane,C2H5Cl3Si,2.06
ethyltrisdiethylaminotin,C14H35N3Sn,1.04
ethyltrisdimethylaminotin,C8H23N3Sn,1.41
ethylurea,C3H8N2O,4.4
ethyne,C2H2,0
ethynylbenzene,C8H6,0.66
ethynyldifluoroborane,C2HBF2,1.88
ethynyldiphenylphosphine,C14H11P,1.8
ethynyldiphenylphosphine oxide,C14H11OP,4.51
ethynylsulfonylbenzene,C8H6O2S,4.54
ethynyltrimethylgermane,C5H10Ge,0.79
exo-2-chloronorbornane,C7H11Cl,2.15
exo-norbornanol,C7H12O,1.66
fenchone,C10H16O,2.92
fluoralhydrate,C2H3F3O2,2.29
fluoramide,H2FN,2.27
fluorene,C13H10,0.28
fluorenone,C13H8O,3.36
fluorine azide,FN3,1.3
fluorine oxide,FO,0
fluoroacetamide,C2H4FNO,2.62
fluoroacetonitrile,C2H2FN,3.43
fluorobenzene,C6H5F,1.66
fluorocyclobutane,C4H7F,1.94
fluorocyclohexane,C6H11F,2.11
fluorodimethyl borane,C2H6BF,1.32
fluorodisilane,H5FSi2,1.26
fluoroethane,C2H5F,1.96
fluoroethene,C2H3F,1.43
fluoroethyne,C2HF,0.75
fluorogermane,H3FGe,2.33
fluoromethane,CH3F,1.86
fluoromethylgermane,CH5FGe,1.64
fluoromethylsilane,CH5FSi,1.7
fluorosilane,H3FSi,1.27
fluorosulfanyl thiohypofluorite,F2S2,1.45
fluorotrimethylgermane,C3H9FGe,2.51
formaldehyde,CH2O,2.34
formaloxime,,0.44
formamide,CH3NO,3.71
formamide oxime,CH4N2O,2.26
formhydrazide,    ⋮,2.72
formic acid,CH2O2,1.42
formyl fluoride,CHFO,2.02
fulvene,C6H6,1.1
furan,C4H4O,0.69
"furan-2,3-dicarbaldehyde",C6H4O3,3.3
"furan-2,4-dicarbaldehyde",    ⋮,2.47
furan-2-yl-furan-3-ylmethanone,C9H6O3,2.84
furan-2-yl-phenylmethanone,C11H8O2,3.36
furan-2-ylmethanamine,C5H7NO,1.34
furan-2-ylmethanethiol,C5H6OS,1.48
"furan-3,4-dicarbaldehyde",C6H4O3,4.05
furan-3-carbaldehyde,C5H4O2,2.62
furan-3-yl-phenylmethanone,C11H8O2,2.87
furfural,C5H4O2,3.57
furfuryl alcohol,C5H6O2,1.92
germanium difluoride,F2Ge,2.61
germanium tetrachloride,Cl4Ge,0
germanium(II) oxide,GeO,3.28
germanium(II) selenide,GeSe,1.65
germanium(II) sulfide,GeS,2
germanium(II) telluride,GeTe,1.06
germyl acetylene,C2H4Ge,0.14
germylazide,H3GeN3,2.58
glutaric anhydride,C5H6O3,4.93
glycine,C2H5NO2,20.8
glycolaldehyde,C2H4O2,2.73
glycylglycin ethyl ester,C6H12N2O3,3.23
glyoxime,C2H4N2O2,1.23
hafniumbisacetylacetonate-bromide,C15H24BrHfO6,4.99
hafniumbisacetylacetonate-chloride,C15H24ClHfO6,4.59
hafniumbisacetylacetonate-dibromide,C10H16Br2HfO4,7.83
hafniumbisacetylacetonate-dichloride,C10H16Cl2HfO4,7.6
helium,He,0
heptachloropropane,C3HCl7,1
heptanal,C7H14O,2.56
heptanamine,C7H17N,1.6
heptane,C7H16,0
heptanol,C7H16O,1.71
heptylbromomercury,C7H15BrHg,3.58
hexa(phenylhydrazine) zinc diiodide,C36H48I2N12Zn,10.5
hexabromocyclopropane,C3Br6,0
hexabutyldistannoxane,C24H54OSn2,1.43
"hexachloro-1,3-butadiene",C4Cl6,0.2
hexachloroacetone,C3Cl6O,1.24
hexachlorobenzene,C6Cl6,0.2
hexachlorocyclopentadiene,C5Cl6,0.88
hexachlorodisilane,Cl6Si2,0
hexachloroethane,C2Cl6,0
hexachloropropene,C3Cl6,0.45
hexadecane,C16H34,0.06
hexadecanoic acid,C16H32O2,0.72
hexaethyldiplumbthiane,C12H30Pb2S,3.08
hexaethyldisiloxane,C12H30OSi2,0.45
hexaethyldistannoxane,C12H30OSn2,1.36
hexafluoroacetone,C3F6O,0.63
hexafluorobenzene,C6F6,0
hexafluoroethane,C2F6,0
hexamethylbenzene,C12H18,0
hexamethylborazole,C9H18BN,0.72
hexamethylcyclotrisiloxane,C6H18O3Si3,0
hexamethyldigermthiane,C6H18Ge2S,2.18
hexamethyldisilane,C6H18Si2,0
hexamethyldisiloxane,C6H18OSi2,0.66
hexamethyldisilthiane,C6H18SSi2,1.75
hexamethyldistannthiane,C6H18SSn2,2.62
hexamethylenetetramine,C6H12N4,0
hexamethylphosphoramide,C6H18N3OP,5.54
hexamethylphosphorothioic acid triamide,C6H18N3PS,4.83
hexan-2-yl acetate,C8H16O2,1.9
hexane,C6H14,0.08
hexanedinitrile,C6H8N2,3.76
hexanedioic acid,C6H10O4,2.5
hexanenitrile,C6H11N,3.48
hexanoic acid,C6H12O2,1.13
hexanol,C6H14O,1.6
hexanophenone,C12H16O,2.75
hexyl acetate,C8H16O2,1.86
hexyl chlorosulfite,C6H13ClO2S,2.75
hexylamine,C6H15N,1.32
hexyldichloroborane,C6H13BCl2,4.46
hydrazine,H4N2,1.75
hydrazobenzene,C12H12N2,1.53
hydrazoic acid,HN3,1.7
hydrogen,H2,0
hydrogen bromide,HBr,0.82
hydrogen chloride,HCl,1.04
hydrogen cyanide,CHN,2.99
hydrogen fluoride,HF,1.82
hydrogen iodine,HI,0.44
hydrogen isocyanide,CHN,3.05
hydrogen peroxide,H2O2,2.2
hydrogen sulfide,H2S,0.97
hydroxybutanedioic acid,C4H6O5,3.12
hydroxylamine,H3NO,0.59
hypochlorous acid,HClO,0.37
hypofluorous acid,HFO,2.2
imidazole,C3H4N2,3.99
imidazolidin-2-one,C3H6N2O,4.02
imidazolidine-2-thione,C3H6N2S,5.67
"imidazo[1,2-a]pyridine",C7H6N2,3.47
"imidazo[1,5-a]pyridine",    ⋮,3.25
imidodiacetodinitrile,,3.52
indazole,C7H6N2,1.85
inden-2-ylidenecycloheptatriene,C16H12,2.48
indene,C9H8,0.62
indium(I) chloride,ClIn,3.79
indium(I) fluoride,FIn,3.4
indole,C8H7N,3.2
indolizine,    ⋮,1.13
iodine,I,1.2
iodine bromide,BrI,0.73
iodine cyanide,CIN,3.71
iodine fluoride,FI,1.95
iodine monochloride,ClI,1.24
iodine oxide,IO,2.45
iodine pentafluoride,F5I,2.18
iodo-methylmercury,CH3HgI,3.22
iodobenzene,C6H5I,1.71
iodocyclohexane,C6H11I,2
iodoethane,C2H5I,1.8
iodoethene,C2H3I,1.3
iodoethyne,C2HI,0.03
iodoform,CHI3,0.8
iodogermane,H3GeI,1.78
iodomethane,CH3I,1.63
iodomethylsilane,CH5ISi,1.86
iodotriaacetylacetonatozirconium,C15H24IO6Zr,5.85
iodotrimethylgermane,C3H9GeI,2.81
iodotrimethylsilane,C3H9ISi,2.46
iron carbonyl dinitroso triphenylphosphine,C19H15FeN2O3P,5.09
iron dinitroso bistriphenylphosphine,,5.62
iron methylnitrosyl tetracarbonyl,    ⋮,5.02
iron pentacarbonyl,C5FeO5,0.64
iron tetracarbonyl diiodide,C4FeI2O4,3.6
isobutane,C4H10,0.13
isobutyl vinyl ether,C6H12O,1.2
isocyanic acid,CHNO,1.59
isocyanobenzene,C7H5N,3.56
isocyanocyclopropane,C4H5N,4.03
isocyanoethane,C3H5N,4.01
isohexylamine,C6H15N,1.6
isohydrobenzoin,C14H14O2,2.7
isoprene,C5H8,0.29
isopropyl acetate,C5H10O2,1.75
isopropyl benzoate,C10H12O2,2.04
isopropyl chlorosulfite,C3H7ClO2S,2.85
isopropyl nitrite,C3H7NO2,2.57
isopropyl trifluoroacetate,C5H7F3O2,3.08
isopropyl trifluorothioacetate,C5H7F3OS,3.15
isopropylamine,C3H9N,1.19
isopropylsilatrane,C9H19NO3Si,5.55
isopropyltrimethylsilane,C6H16Si,1.16
isoquinoline,C9H7N,2.73
isoxazole,C3H3NO,2.95
ketene,C2H2O,1.41
krypton,Kr,0
L-ascorbic acid,C6H8O6,3.96
l-borneol,C10H18O,1.56
l-bornyl acetate,C12H20O2,1.87
l-bornyl butyrate,C14H24O2,1.92
l-bornyl formate,C11H18O2,2.04
l-bornyl propionate,C13H22O2,1.84
l-menthol,C10H20O,1.57
l-menthyl acetate,C12H22O2,1.83
l-menthyl butanoate,C14H26O2,1.81
l-menthyl formate,C11H20O2,2.06
l-menthyl propionate,C13H24O2,1.89
lead sulfide,PbS,3.59
lead(II) oxide,OPb,4.64
lindane,C6H6Cl6,2.82
lithium acetylacetonate,C5H7LiO2,6.3
lithium bromide,BrLi,7.27
lithium chloride,ClLi,7.13
lithium fluoride,FLi,6.33
lithium formylphenoxide,C7H5LiO2,4
lithium hydride,HLi,5.88
lithium hydroxide,HLiO,4.75
lithium iodide,ILi,7.43
lithium monoxide,Li2O,6.84
lithium perchlorate,ClLiO4,7.84
m-dicarbadecaborane,C2H12B10,2.85
m-fluorophenyltrichlorotellurium,C6H4Cl3FTe,3.76
m-nitrophenyltrichlorotellurium,C6H4Cl3NO2Te,5.16
magnesium oxide,MgO,6.2
maleic anhydride,C4H2O3,3.95
malonyl chloride,C3H2Cl2O2,2.81
manganese pentacarbonyl iodide,,3.16
manganese tris(acetylacetonate),    ⋮,1.31
menthyl formate,C11H20O2,2.06
mercuracycloheptane,C6H12Hg,0.9
mercury dichloride,Cl2Hg,0
mercury diiodide,HgI2,0
mercury(I) trichloroacetate,C2Cl3HgO2,2.67
mercury(II) bromide,Br2Hg,0
"meso-2,3-dibromobutane",C4H8Br2,1.54
"meso-3,4-dibromohexane",C6H12Br2,1.58
methane,CH4,0
methaneselenol,CH4Se,1.25
methanesulfenylchloride,CH3ClS,2
methanesulfinamide,CH5NOS,1.7
methanesulfonamide,CH5NO2S,4.59
methanethiol,CH4S,1.26
methanol,CH4O,2.87
methinophosphide,CHP,0.39
methoxy-tripropylsilane,C10H24OSi,1.1
methoxyacetic acid,C3H6O3,4.72
methoxyacetonitrile,C3H5NO,2.98
methoxybenzene,C7H8O,1.36
methoxycyclohexane,C7H14O,1.35
methoxycyclopropane,C4H8O,1.2
methoxyethene,C3H6O,0.97
methoxysilane,CH6OSi,1.17
methoxysulfinyloxymethane,C2H6O3S,2.84
methoxytrimethylsilane,C4H12OSi,1.21
methyl (2R)-2-hydroxy-2-phenylacetate,C9H10O3,2.45
methyl (Z)-9-octadecenoate,C19H36O2,1.6
"methyl 2,2-dimethylpropanoate",C6H12O2,1.93
"methyl 2,3,4,6-tetra-O-acetyl-a-D-glucopyranoside",C15H22O10,2.38
"methyl 2,3,4,6-tetra-O-acetyl-b-D-glucopyranoside",    ⋮,3.08
"methyl 2,6-bis(trifluoromethyl)benzoate",C10H6F6O2,2.97
"methyl 2,6-dimethylbenzoate",C10H12O2,1.69
methyl 2-(trifluoromethyl)benzoate,C9H7F3O2,3.09
methyl 2-aminobenzoate,C8H9NO2,1
methyl 2-aminobutanoate,C5H11NO2,1.6
methyl 2-aminopentanoate,C6H13NO2,1.6
methyl 2-hydroxy-2-phenylacetate,C9H10O3,2.47
methyl 2-hydroxybenzoate,C8H8O3,2.47
methyl 2-methyl-2-propenoate,C5H8O2,1.76
methyl 2-methylbenzoate,C9H10O2,1.65
methyl 2-propenoate,C4H6O2,1.75
methyl 2-pyrrolecarboxylate,C6H7NO2,1.7
methyl 3-aminobenzoate,C8H9NO2,2.4
methyl 3-aminobutanoate,C5H11NO2,2.7
methyl 3-aminopentanoate,C6H13NO2,2.7
methyl 3-methylbenzoate,C9H10O2,1.92
methyl 3-pyrrolecarboxylate,C6H7NO2,3.63
methyl 4-(trifluoromethyl)benzoate,C9H7F3O2,2.48
methyl 4-aminobenzoate,C8H9NO2,3.3
"methyl 4-chloro-3,5-dinitrobenzoate",C8H5ClN2O6,4.03
methyl 4-dimethylaminobenzoate,C10H13NO2,3.75
methyl 4-methylbenzoate,C9H10O2,2.12
methyl 4-nitrobenzoate,C8H7NO4,3.48
methyl 5-aminopentanoate,C6H13NO2,2.7
"methyl 9,10,16-trihydroxyhexadecanoate",C17H34O5,4.27
methyl acetate,C3H6O2,1.69
methyl azidoformate,C2H3N3O2,1.73
methyl benzoate,C8H8O2,1.92
methyl butanoate,C5H10O2,1.72
methyl butyl ether,C5H12O,1.27
methyl chloroformate,C2H3ClO2,2.38
methyl chlorosulfite,CH3ClO2S,2.33
methyl cinnamate,C10H10O2,1.93
methyl cyanate,C2H3NO,4.26
methyl d-tartarate,C5H7O6,2.98
methyl decanoate,C11H22O2,1.65
methyl difluoroborane,CH3BF2,1.66
methyl difluorosilane,CH4F2Si,2.11
methyl docosanoate,C23H46O2,1.54
methyl dodecanoate,C13H26O2,1.7
methyl ethyl ether,C3H8O,1.22
methyl ethylphosphinate,C3H9O2P,3.2
methyl fluoroformate,C2H3FO2,2.61
methyl fluorosilane,CH5FSi,1.71
methyl formate,C2H4O2,1.77
methyl furan-2-carboxylate,C6H6O3,2.24
methyl hexadecanoate,C17H34O2,1.55
methyl hexanoate,C7H14O2,1.7
methyl isocyanate,C2H3NO,2.81
methyl isocyanide,C2H3N,3.78
methyl isothiocyanate,C2H3NS,3.59
methyl nitrate,CH3NO3,3.1
methyl nitrite,CH3NO2,2.05
methyl octadecanoate,C19H38O2,1.51
methyl octanoate,C9H18O2,1.67
methyl oxalate,C3H3O4,2.22
methyl pentanoate,C6H12O2,1.62
methyl phenyl dichloroborylamine,C7H8BCl2N,2.91
methyl propanoate,C4H8O2,1.67
methyl propyl ether,C4H10O,1.11
methyl selenophene-2-carboxylate,C6H6O2Se,2.12
methyl stannane,CH6Sn,0.68
methyl tellurophene-2-carboxylate,C6H6O2Te,1.95
methyl tetradecanoate,C15H30O2,1.61
methyl thiochloroformate,C2H3ClOS,2.69
methyl thiocyanate,C2H3NS,3.34
methyl trichloroacetate,C3H3Cl3O2,2.33
methyl trifluoroacetate,C3H3F3O2,2.48
methyl trifluorothioacetate,C3H3F3OS,2.84
methyl vinyl sulfone,C3H6O2S,4.82
methyl(phenyl)sulfonium tetraphenylcyclopentadienylide,,6.9
methylamine,CH5N,1.33
methylarsine dibromide,CH5AsBr2,2.66
methylarsine dichloride,CH5AsCl2,2.68
methylarsine difluoride,CH5AsF2,2.88
methylarsine diiodide,CH5AsI2,2.3
methylaziridine,C3H7N,1.77
methylborine difluoride,,1.62
methylcyclohexane,C7H14,0
methylcyclopentadieneylmanganese dicarbonyl sulfurdioxide,,2.01
methylcyclopentadienyldicarbonyl diphenylsulfoxide,    ⋮,2.91
methylcyclopentadienylmanganese dicarbonyl dimethylsulfoxide,C10H13MnO3S,3.35
methylcyclopentane,C6H12,0
methylcyclopropane,C4H8,0.14
methyldiborane(6),CH8B2,0.57
methyldichloroborane,CH3BCl2,1.42
methyldiethoxyarsine oxide,C5H13AsO3,2.85
methyldifluorosilane,CH4F2Si,2.11
methyldimethoxyarsine,C3H9AsO2,1.36
methyldimethoxyarsine oxide,C3H9AsO3,2.88
methyldiphenylamine,C13H13N,1.24
methyldiphenylphosphine sulfide,C13H13PS,4.8
methylenecyclohexane,C7H12,0.62
methylenecyclopropene,C4H4,1.9
methylgermane,CH6Ge,0.64
methylhydrazine,CH6N2,1.69
methylhydroperoxide,CH4O2,0.65
methylidenecyclobutane,C5H8,0.51
methylketene dimer,,3.3
methylmercury chloride,CH3ClHg,3.36
methyloxirane,C3H6O,2
methylpentacarbonylmanganese,C6H3MnO5,0.43
methylphosphine,CH5P,1.1
methylphosphineborane,CH8BP,4.58
methylpropene,C4H8,0.5
methylselanylbenzene,C7H8Se,1.29
methylsilane,CH6Si,0.73
methylsilatrane,C7H15NO3Si,5.3
methylsulfanylbenzene,C7H8S,1.31
methylsulfinylsulfanylmethane,C2H6OS2,3.15
methylsulfonylethyne,C3H4O2S,4.17
methylthiirane,C3H6S,1.95
methylthiourea,C2H6N2S,4.2
methyltribromosilane,CH3Br3Si,1.86
methyltripentoxysilane,C16H36O3Si,1.63
methyltriphenoxysilane,C19H18O3Si,1.42
methyltripropoxysilane,C10H24O3Si,1.64
methyltrisdiethylaminotin,C13H33N3Sn,1.03
methyltrisdimethylaminotin,C7H21N3Sn,1.35
metochalcone,C18H18O4,4.31
molybdenum pentacarbonyl acetonitrile,,6.84
